pelvis_x,pelvis_y,pelvis_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,torso_x,torso_y,torso_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,neck_x,neck_y,neck_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_big_toe_x,left_big_toe_y,left_big_toe_z,right_big_toe_x,right_big_toe_y,right_big_toe_z,left_small_toe_x,left_small_toe_y,left_small_toe_z,right_small_toe_x,right_small_toe_y,right_small_toe_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_knuckle_x,left_pinky_knuckle_y,left_pinky_knuckle_z,right_pinky_knuckle_x,right_pinky_knuckle_y,right_pinky_knuckle_z,left_middle_tip_x,left_middle_tip_y,left_middle_tip_z,right_middle_tip_x,right_middle_tip_y,right_middle_tip_z,left_index_knuckle_x,left_index_knuckle_y,left_index_knuckle_z,right_index_knuckle_x,right_index_knuckle_y,right_index_knuckle_z,left_thumb_tip_x,left_thumb_tip_y,left_thumb_tip_z, right_thumb_tip_x, right_thumb_tip_y, right_thumb_tip_z
1707.9,148.5,6946.4,1727.7,133.3,6872.2,1684.0,140.1,7019.7,1714.4,-121.5,6946.1,1770.9,564.3,6890.9,1704.9,552.0,7025.2,1722.7,-387.3,6943.1,1810.0,903.8,6894.4,1742.5,885.5,7037.7,1632.6,981.8,6861.1,1585.0,959.8,7000.5,1660.0,997.4,6814.0,1589.4,950.2,7038.9,1839.5,974.8,6913.1,1771.6,950.4,7045.5,1648.9,-503.3,6890.5,1696.7,-534.7,6880.7,1643.5,-529.4,6929.0,1762.4,-504.7,6898.7,1692.5,-499.7,6981.6,1777.7,-331.9,6841.3,1729.8,-321.6,7070.0,1777.1,-0.5,6782.7,1722.3,-38.5,7125.9,1705.4,220.8,6765.0,1690.0,195.8,7139.8,1691.9,287.7,6749.3,1681.7,252.3,7152.4,1677.3,312.5,6781.2,1666.0,284.0,7118.3,1664.6,282.8,6765.3,1661.5,246.9,7132.0,1657.6,291.6,6778.7,1662.0,260.7,7118.2
1715.4,149.0,6972.1,1734.1,133.1,6897.4,1691.2,140.1,7045.8,1720.8,-122.0,6971.5,1777.3,566.2,6915.7,1711.5,554.2,7051.3,1728.9,-388.7,6968.5,1816.5,907.5,6919.3,1749.2,888.7,7063.3,1638.4,985.2,6886.0,1591.7,962.2,7025.4,1665.3,1000.7,6838.8,1596.0,952.7,7064.3,1846.1,978.2,6937.6,1778.1,953.3,7070.9,1655.1,-505.0,6915.6,1702.8,-536.3,6905.6,1649.8,-531.2,6954.2,1768.1,-506.5,6923.8,1698.6,-501.5,7006.7,1783.6,-333.1,6865.8,1736.7,-322.8,7095.7,1783.5,-2.7,6807.4,1728.5,-38.4,7151.6,1709.7,221.8,6788.0,1695.8,196.7,7165.7,1697.4,289.6,6772.0,1687.9,254.2,7179.0,1682.0,317.9,6804.6,1672.0,287.5,7144.4,1668.5,284.6,6787.8,1667.3,249.9,7158.7,1660.3,294.4,6801.5,1667.8,264.2,7144.7
1716.9,148.8,6970.4,1733.7,131.7,6895.3,1692.2,139.0,7044.3,1720.5,-122.0,6969.1,1776.7,565.2,6913.2,1711.7,554.2,7050.2,1728.1,-388.5,6965.9,1816.2,907.4,6917.2,1749.4,888.2,7061.9,1637.9,984.8,6884.4,1593.3,960.7,7023.8,1664.3,1000.1,6837.3,1597.1,951.3,7063.0,1845.8,977.6,6935.2,1777.9,952.0,7069.4,1654.6,-504.7,6912.8,1702.0,-535.8,6902.7,1649.6,-531.0,6951.4,1766.4,-506.3,6920.9,1697.9,-501.3,7003.6,1781.8,-333.0,6862.6,1737.2,-322.7,7093.2,1782.7,-4.9,6805.0,1727.8,-38.2,7149.2,1706.8,222.1,6784.1,1695.1,197.2,7163.8,1696.2,290.7,6767.9,1687.7,256.1,7177.7,1680.1,322.8,6801.2,1671.6,291.1,7142.7,1665.6,285.4,6783.5,1667.0,253.2,7157.7,1656.1,296.3,6797.5,1667.4,267.9,7143.5
1719.4,148.8,6974.0,1734.7,130.8,6898.6,1694.4,138.4,7048.2,1721.6,-122.0,6972.3,1777.4,565.1,6916.2,1713.0,554.7,7054.4,1728.9,-388.7,6969.2,1817.0,908.2,6920.3,1751.0,888.4,7065.8,1638.5,985.0,6888.0,1596.5,959.8,7027.6,1664.0,1000.3,6840.8,1599.9,950.3,7067.1,1846.7,977.5,6938.1,1779.0,951.2,7073.4,1655.5,-504.4,6915.9,1702.5,-535.2,6905.6,1650.8,-530.8,6954.5,1766.2,-506.4,6923.7,1698.8,-501.5,7006.6,1781.9,-333.1,6865.1,1739.0,-322.9,7096.6,1783.4,-7.1,6808.1,1728.2,-37.9,7152.5,1705.3,222.8,6785.7,1695.4,198.1,7167.1,1696.2,292.2,6769.6,1688.6,258.8,7181.6,1678.6,327.3,6803.5,1672.4,295.6,7146.0,1663.3,286.7,6784.9,1667.8,257.2,7161.6,1652.7,298.5,6799.1,1668.2,272.3,7147.2
1721.3,148.6,6975.5,1735.1,129.5,6899.8,1696.1,137.3,7049.9,1722.2,-122.1,6973.5,1777.6,564.5,6916.9,1713.9,554.8,7056.3,1729.1,-388.7,6970.4,1817.3,908.9,6921.2,1752.0,888.4,7067.5,1638.7,985.0,6889.1,1598.4,958.5,7028.9,1663.3,1000.2,6841.8,1601.5,949.0,7068.7,1847.0,977.4,6938.8,1779.6,950.4,7074.9,1655.7,-503.7,6917.0,1702.2,-534.3,6906.6,1651.2,-530.3,6955.6,1764.9,-506.3,6924.6,1699.1,-501.5,7007.5,1781.2,-333.1,6865.7,1740.1,-322.9,7097.9,1783.5,-8.5,6809.1,1728.3,-37.5,7153.7,1703.5,223.2,6785.1,1695.6,198.5,7168.5,1695.7,293.3,6768.8,1689.3,260.1,7183.6,1676.9,330.5,6803.2,1673.1,298.0,7147.6,1661.3,287.5,6783.9,1668.4,259.1,7163.8,1649.9,299.9,6798.3,1668.7,274.5,7149.2
1723.6,148.5,6979.6,1736.2,128.6,6903.7,1698.1,136.8,7054.3,1723.3,-122.1,6977.3,1778.5,564.3,6920.4,1715.3,555.3,7060.6,1729.9,-388.8,6974.4,1818.3,909.8,6924.7,1753.5,888.8,7071.6,1639.5,985.4,6892.6,1601.2,958.0,7032.5,1663.6,1000.5,6845.2,1604.1,948.6,7072.5,1848.2,977.6,6942.1,1780.7,950.2,7079.0,1656.6,-502.8,6920.8,1702.5,-533.4,6910.3,1652.3,-529.7,6959.5,1764.6,-506.4,6928.2,1700.1,-501.7,7011.3,1781.3,-333.3,6869.1,1741.6,-323.1,7102.1,1784.4,-9.8,6812.8,1728.7,-37.0,7157.6,1702.7,223.8,6787.3,1696.1,199.1,7172.4,1695.7,294.6,6771.0,1690.3,261.7,7188.0,1675.7,333.2,6805.9,1674.1,300.6,7151.5,1659.8,288.5,6785.9,1669.4,261.3,7168.2,1647.9,301.6,6800.5,1669.7,276.9,7153.4
1724.5,148.2,6978.4,1735.9,127.2,6902.1,1698.8,135.8,7053.3,1723.1,-122.2,6975.6,1777.9,562.8,6918.4,1715.4,555.2,7059.9,1729.2,-388.7,6972.5,1818.0,909.7,6923.3,1753.6,888.2,7070.8,1639.2,984.9,6891.8,1601.9,956.7,7031.4,1662.8,999.8,6844.4,1604.7,947.4,7071.6,1848.0,976.8,6940.5,1780.5,948.9,7078.1,1656.0,-501.8,6918.9,1700.8,-532.2,6908.2,1651.8,-528.8,6957.7,1762.5,-506.2,6925.9,1699.9,-501.4,7009.2,1779.7,-333.1,6866.7,1742.0,-323.0,7100.4,1783.9,-11.0,6810.6,1728.0,-36.7,7156.5,1701.0,224.1,6784.2,1695.2,199.5,7171.4,1694.8,295.2,6767.9,1690.2,262.9,7187.4,1674.4,334.5,6803.3,1673.9,302.2,7150.7,1658.2,289.0,6782.6,1669.1,262.9,7167.8,1646.2,302.3,6797.3,1669.4,278.5,7152.9
1725.4,148.0,6982.3,1736.9,126.5,6905.7,1699.7,135.4,7057.4,1723.9,-122.2,6979.4,1778.7,562.6,6921.8,1716.8,555.6,7064.5,1729.4,-388.8,6976.5,1818.8,910.3,6926.4,1754.8,888.4,7075.1,1640.0,985.1,6894.9,1603.8,956.4,7035.2,1663.7,999.8,6847.6,1606.6,947.1,7075.6,1848.8,976.7,6943.2,1781.5,948.4,7082.2,1656.5,-501.5,6922.8,1700.3,-531.8,6912.0,1652.6,-528.8,6961.6,1761.5,-506.3,6929.4,1700.7,-501.6,7013.0,1779.7,-333.2,6870.1,1742.4,-323.2,7104.5,1784.8,-11.4,6814.3,1728.1,-35.7,7160.3,1700.7,224.6,6786.6,1695.4,200.0,7175.4,1695.2,296.2,6770.2,1691.2,264.2,7191.9,1674.3,336.1,6806.1,1674.9,303.7,7154.9,1657.5,289.9,6784.8,1669.7,264.5,7172.5,1645.0,303.5,6799.7,1669.9,280.1,7157.5
1725.3,147.8,6979.0,1736.0,125.6,6902.1,1699.6,134.8,7054.5,1723.1,-122.2,6975.8,1777.2,561.4,6917.7,1716.5,555.4,7061.9,1727.7,-388.6,6972.5,1817.7,909.7,6922.4,1754.3,887.4,7072.1,1639.2,984.4,6890.9,1604.0,954.9,7032.3,1662.8,998.7,6843.4,1606.8,945.7,7072.9,1847.7,975.2,6938.9,1780.7,947.0,7078.8,1654.7,-500.5,6918.8,1697.2,-530.8,6907.9,1651.6,-528.0,6957.8,1758.2,-505.9,6925.0,1699.8,-501.3,7008.9,1777.6,-333.0,6865.8,1741.6,-323.0,7100.7,1783.8,-12.4,6810.4,1726.7,-34.7,7157.2,1699.2,224.7,6781.7,1693.5,200.7,7172.4,1694.0,296.2,6765.1,1690.5,265.6,7189.4,1672.9,336.4,6801.5,1674.0,305.2,7152.2,1656.0,290.0,6779.5,1668.0,266.4,7170.2,1643.4,303.8,6794.6,1668.3,281.8,7155.0
1724.6,147.6,6976.9,1735.4,125.6,6899.9,1699.1,134.9,7052.5,1722.4,-122.1,6973.6,1775.4,560.2,6914.9,1716.1,555.4,7060.6,1726.1,-388.2,6970.5,1816.9,909.4,6919.1,1753.9,886.9,7070.6,1638.5,984.0,6888.2,1604.0,954.3,7030.5,1661.8,998.3,6840.4,1606.8,945.3,7071.4,1846.9,974.6,6935.5,1780.2,946.3,7076.9,1652.6,-499.5,6916.6,1694.4,-529.7,6905.6,1650.8,-527.3,6955.6,1755.5,-505.5,6922.6,1699.1,-501.0,7006.6,1776.2,-332.5,6863.4,1740.9,-322.9,7098.7,1783.3,-12.2,6808.4,1725.1,-32.3,7155.0,1699.0,224.9,6778.8,1692.6,201.7,7170.3,1693.5,296.3,6762.0,1690.2,267.3,7187.9,1673.2,336.8,6798.5,1673.6,306.7,7150.3,1656.2,290.5,6776.2,1667.5,268.4,7168.7,1643.9,304.5,6791.3,1667.8,283.6,7153.4
