pelvis_x,pelvis_y,pelvis_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,torso_x,torso_y,torso_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,neck_x,neck_y,neck_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_big_toe_x,left_big_toe_y,left_big_toe_z,right_big_toe_x,right_big_toe_y,right_big_toe_z,left_small_toe_x,left_small_toe_y,left_small_toe_z,right_small_toe_x,right_small_toe_y,right_small_toe_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_knuckle_x,left_pinky_knuckle_y,left_pinky_knuckle_z,right_pinky_knuckle_x,right_pinky_knuckle_y,right_pinky_knuckle_z,left_middle_tip_x,left_middle_tip_y,left_middle_tip_z,right_middle_tip_x,right_middle_tip_y,right_middle_tip_z,left_index_knuckle_x,left_index_knuckle_y,left_index_knuckle_z,right_index_knuckle_x,right_index_knuckle_y,right_index_knuckle_z,left_thumb_tip_x,left_thumb_tip_y,left_thumb_tip_z, right_thumb_tip_x, right_thumb_tip_y, right_thumb_tip_z
1799.8,15.8,6288.9,1817.2,-12.1,6208.0,1776.1,-0.6,6369.5,1786.6,-247.3,6277.5,1857.3,453.4,6233.3,1815.2,442.2,6398.2,1782.7,-495.1,6275.7,1928.5,826.0,6259.0,1856.7,795.6,6412.7,1735.5,914.8,6221.6,1688.0,889.1,6377.2,1769.7,926.5,6178.6,1692.8,879.1,6422.4,1970.2,896.4,6278.3,1892.6,863.9,6420.0,1663.8,-564.6,6259.7,1691.8,-606.0,6235.4,1692.3,-605.7,6291.4,1762.8,-602.7,6220.4,1765.4,-598.1,6320.3,1826.9,-457.5,6148.5,1804.2,-437.4,6419.1,1871.0,-143.8,6116.3,1815.3,-157.5,6482.7,1787.6,100.2,6083.2,1805.2,74.4,6506.2,1787.6,188.5,6066.3,1806.9,139.9,6527.0,1765.4,239.1,6108.5,1787.6,179.2,6486.6,1742.1,181.5,6085.2,1777.8,138.2,6504.1,1728.1,200.1,6105.8,1773.9,151.5,6489.0
1800.9,15.8,6290.8,1816.9,-14.8,6209.5,1777.8,-2.1,6371.8,1787.5,-249.0,6279.3,1857.8,453.3,6235.3,1815.7,441.2,6399.8,1782.9,-496.6,6277.0,1928.1,825.2,6260.7,1857.6,795.4,6413.0,1736.1,912.5,6223.6,1688.8,888.3,6377.6,1769.5,924.0,6180.6,1693.2,878.2,6422.7,1969.4,894.6,6279.1,1893.3,863.1,6420.6,1665.6,-564.5,6259.9,1693.0,-605.9,6235.9,1692.6,-605.5,6292.1,1763.5,-602.6,6221.4,1765.8,-598.0,6321.4,1826.7,-457.5,6149.8,1806.5,-438.7,6420.1,1870.4,-145.4,6117.5,1815.8,-159.8,6484.6,1787.2,98.1,6084.5,1805.5,71.2,6507.3,1786.7,186.1,6067.4,1806.5,136.3,6528.0,1764.3,236.9,6109.9,1787.3,175.3,6487.8,1741.4,179.4,6086.7,1778.0,134.4,6504.8,1727.3,197.9,6107.8,1774.1,147.4,6489.7
1803.8,15.4,6300.0,1818.9,-17.3,6218.2,1780.9,-3.9,6381.3,1790.3,-250.7,6288.4,1860.4,453.4,6244.5,1818.2,440.5,6408.6,1785.3,-498.1,6286.0,1929.6,824.2,6269.0,1860.1,795.8,6420.6,1738.4,911.7,6231.9,1691.0,888.3,6384.7,1771.0,923.1,6188.8,1695.1,878.0,6429.7,1970.2,893.0,6287.1,1896.0,862.5,6428.6,1669.0,-565.1,6267.8,1696.3,-606.5,6244.0,1694.8,-605.8,6300.6,1766.6,-603.1,6230.1,1768.4,-598.6,6330.4,1828.8,-458.0,6158.7,1809.8,-440.1,6429.0,1872.1,-147.0,6125.7,1818.2,-161.8,6494.1,1789.2,95.9,6092.8,1807.6,67.6,6515.8,1788.2,183.5,6075.3,1807.9,133.1,6536.8,1765.6,234.3,6118.1,1788.8,171.5,6496.7,1742.9,176.7,6094.8,1780.1,130.8,6513.4,1728.8,195.3,6116.3,1776.1,143.7,6498.1
1806.1,14.8,6307.3,1820.4,-19.1,6225.0,1783.5,-5.4,6388.9,1792.6,-252.0,6295.7,1862.3,453.2,6251.7,1820.2,439.8,6415.8,1787.2,-499.1,6293.0,1930.5,823.7,6275.5,1862.2,796.0,6426.4,1740.1,911.3,6238.3,1692.9,888.1,6390.5,1771.9,922.6,6195.1,1696.7,877.7,6435.4,1970.3,892.3,6293.3,1898.2,862.3,6434.8,1671.6,-565.5,6273.9,1698.8,-607.0,6250.3,1696.6,-606.0,6307.2,1769.0,-603.5,6236.9,1770.5,-599.0,6337.4,1830.3,-458.4,6165.5,1812.4,-441.2,6436.1,1873.4,-148.1,6132.3,1820.1,-163.2,6501.6,1790.7,94.5,6099.2,1809.2,65.8,6522.5,1789.4,181.9,6081.5,1808.8,131.8,6543.7,1766.8,232.4,6124.6,1789.8,169.8,6503.7,1744.2,175.1,6101.4,1781.7,129.2,6520.2,1730.1,193.6,6123.1,1777.5,141.9,6504.9
1807.1,14.3,6309.9,1820.6,-20.4,6227.3,1784.6,-6.2,6391.8,1793.3,-252.9,6298.3,1862.5,452.2,6254.0,1820.8,438.8,6418.1,1787.7,-499.9,6295.4,1930.6,823.3,6277.3,1863.0,796.0,6427.4,1740.5,910.2,6239.7,1693.4,887.6,6391.3,1771.8,921.6,6196.6,1697.0,877.1,6436.2,1970.1,891.8,6294.7,1899.4,862.1,6436.3,1672.6,-565.6,6275.5,1699.8,-607.0,6252.1,1697.1,-605.8,6309.2,1769.9,-603.5,6239.1,1771.2,-599.0,6339.8,1830.5,-458.4,6167.8,1813.4,-441.8,6438.4,1873.2,-148.9,6134.2,1820.9,-164.3,6504.3,1790.8,93.6,6101.0,1809.9,64.2,6524.5,1789.4,180.6,6082.8,1809.5,129.9,6546.0,1766.9,231.1,6126.2,1790.4,167.9,6506.1,1744.3,173.9,6103.1,1782.4,127.3,6522.1,1730.3,192.4,6125.1,1778.1,140.0,6506.7
1807.4,14.4,6310.3,1820.1,-20.5,6227.4,1785.1,-6.1,6392.5,1793.5,-253.3,6298.6,1862.4,451.8,6254.2,1820.9,438.4,6418.2,1787.4,-500.4,6295.4,1930.4,822.9,6276.8,1863.2,795.6,6426.6,1740.5,909.1,6239.8,1693.7,886.7,6390.5,1771.6,920.6,6196.5,1697.1,876.2,6435.3,1969.9,891.2,6293.9,1899.5,861.2,6435.7,1672.8,-565.5,6274.7,1700.1,-606.9,6251.5,1697.0,-605.6,6308.8,1770.3,-603.3,6239.0,1771.2,-598.9,6339.8,1830.2,-458.4,6167.9,1813.5,-442.2,6438.3,1872.7,-149.5,6134.3,1820.7,-164.6,6504.8,1790.8,93.1,6101.4,1809.8,64.5,6524.5,1789.1,179.6,6082.9,1808.9,130.1,6545.5,1766.6,229.6,6126.5,1790.0,167.9,6505.6,1744.3,172.9,6103.6,1782.2,127.5,6521.5,1730.4,191.2,6125.8,1777.9,140.2,6506.0
1807.5,14.2,6310.1,1819.5,-21.1,6227.0,1785.6,-6.6,6392.5,1793.6,-253.9,6298.4,1861.8,450.9,6253.6,1820.8,436.9,6417.6,1787.0,-500.8,6295.1,1929.5,822.1,6275.0,1862.6,794.9,6424.9,1740.1,908.1,6238.4,1693.6,885.7,6389.0,1770.5,919.6,6195.0,1696.9,875.3,6433.7,1968.9,890.4,6291.7,1899.0,860.1,6434.1,1672.8,-565.4,6273.8,1700.2,-606.8,6250.7,1696.8,-605.5,6308.2,1770.5,-603.0,6238.6,1771.2,-598.7,6339.4,1829.6,-458.2,6167.7,1813.6,-442.5,6437.8,1872.2,-150.1,6133.9,1820.2,-165.2,6504.7,1790.6,92.5,6101.1,1809.5,64.0,6523.8,1788.7,178.9,6082.4,1808.4,129.6,6544.7,1766.2,228.8,6126.2,1789.6,167.4,6504.8,1744.1,172.2,6103.2,1781.9,127.0,6520.5,1730.3,190.4,6125.6,1777.6,139.6,6504.9
1809.0,13.7,6315.8,1820.7,-21.2,6232.4,1787.3,-6.7,6398.5,1795.2,-254.2,6304.2,1863.2,450.9,6259.3,1822.6,436.9,6423.2,1788.2,-501.2,6301.2,1930.8,822.9,6279.4,1864.1,795.3,6429.6,1741.1,908.1,6242.3,1694.8,885.8,6393.4,1771.0,919.8,6199.0,1698.1,875.4,6438.0,1970.1,891.1,6295.4,1900.4,860.3,6438.8,1674.4,-565.9,6279.4,1701.9,-607.2,6256.3,1698.2,-605.8,6314.1,1772.2,-603.3,6244.4,1772.9,-599.1,6345.6,1831.0,-458.4,6173.6,1815.0,-442.9,6444.0,1873.6,-150.1,6139.2,1821.4,-165.6,6510.6,1792.2,92.5,6106.4,1811.0,64.5,6529.3,1790.1,178.6,6087.6,1809.7,130.1,6550.1,1767.5,228.2,6131.5,1790.9,167.9,6510.2,1745.5,171.8,6108.6,1783.3,127.5,6525.7,1731.6,190.0,6131.2,1779.0,140.2,6510.1
1806.5,14.0,6309.7,1817.0,-20.3,6226.5,1785.1,-6.0,6392.1,1792.8,-253.3,6297.7,1859.2,451.2,6255.3,1821.0,437.0,6418.5,1783.8,-500.8,6293.9,1928.8,822.6,6275.8,1861.9,794.2,6425.4,1740.1,909.2,6239.7,1693.2,884.8,6390.4,1770.4,920.8,6195.7,1696.8,874.5,6435.1,1968.6,891.1,6291.9,1897.6,859.5,6433.7,1672.1,-565.6,6272.5,1699.5,-606.7,6249.4,1695.1,-605.4,6306.7,1769.8,-602.7,6237.6,1770.0,-598.6,6338.1,1827.0,-457.9,6166.8,1812.2,-443.7,6436.4,1871.9,-149.4,6133.0,1819.1,-165.4,6503.9,1790.0,95.1,6101.7,1807.5,65.5,6523.7,1788.5,181.5,6083.8,1806.4,131.0,6545.0,1766.3,229.5,6128.0,1787.4,169.2,6505.2,1743.9,174.9,6104.8,1780.3,128.5,6521.0,1730.4,192.0,6127.2,1775.9,141.1,6505.5
1804.5,14.1,6302.8,1814.5,-20.3,6219.3,1783.3,-6.1,6385.4,1790.7,-253.2,6290.5,1856.0,450.2,6248.6,1819.0,436.0,6411.5,1781.0,-500.5,6286.2,1926.6,821.4,6268.6,1859.7,793.1,6417.5,1738.3,907.7,6233.1,1691.3,883.1,6382.7,1768.2,919.3,6189.2,1694.9,872.9,6427.3,1966.4,889.7,6284.1,1895.5,858.3,6426.0,1670.0,-564.9,6264.5,1697.3,-605.9,6241.4,1692.9,-604.6,6298.8,1767.3,-601.8,6229.9,1767.8,-597.9,6330.3,1824.1,-457.2,6159.2,1809.9,-443.4,6428.4,1869.2,-149.3,6125.7,1815.9,-165.6,6497.1,1787.7,94.8,6094.7,1804.7,65.3,6516.4,1786.0,181.1,6076.6,1803.3,130.7,6537.5,1763.5,229.0,6120.9,1784.6,168.8,6497.7,1741.4,174.5,6097.8,1777.7,128.1,6513.3,1727.9,191.7,6120.5,1773.3,140.8,6497.8
