pelvis_x,pelvis_y,pelvis_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,torso_x,torso_y,torso_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,neck_x,neck_y,neck_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_big_toe_x,left_big_toe_y,left_big_toe_z,right_big_toe_x,right_big_toe_y,right_big_toe_z,left_small_toe_x,left_small_toe_y,left_small_toe_z,right_small_toe_x,right_small_toe_y,right_small_toe_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_knuckle_x,left_pinky_knuckle_y,left_pinky_knuckle_z,right_pinky_knuckle_x,right_pinky_knuckle_y,right_pinky_knuckle_z,left_middle_tip_x,left_middle_tip_y,left_middle_tip_z,right_middle_tip_x,right_middle_tip_y,right_middle_tip_z,left_index_knuckle_x,left_index_knuckle_y,left_index_knuckle_z,right_index_knuckle_x,right_index_knuckle_y,right_index_knuckle_z,left_thumb_tip_x,left_thumb_tip_y,left_thumb_tip_z, right_thumb_tip_x, right_thumb_tip_y, right_thumb_tip_z
1784.6,231.0,6853.9,1809.1,219.0,6779.8,1751.6,224.4,6926.9,1785.2,-35.6,6845.2,1860.0,673.0,6818.5,1799.8,661.0,6934.6,1792.7,-302.8,6841.5,1885.0,1004.3,6838.4,1854.4,989.9,6948.0,1708.5,1055.8,6823.5,1694.5,1058.8,6920.4,1725.3,1074.4,6783.9,1705.3,1052.3,6956.7,1915.9,1070.3,6841.6,1889.1,1051.1,6951.3,1684.8,-405.2,6788.5,1732.5,-445.1,6774.6,1698.2,-443.7,6828.1,1814.4,-429.0,6786.5,1776.6,-424.6,6875.5,1858.9,-254.2,6735.9,1794.2,-239.9,6972.2,1897.7,26.2,6688.7,1804.1,35.1,7034.5,1815.1,261.3,6661.7,1775.4,249.7,7052.0,1813.5,334.9,6646.0,1770.0,310.6,7070.1,1786.9,374.1,6672.1,1756.7,341.5,7032.2,1768.0,326.8,6659.0,1748.8,305.8,7050.8,1753.3,340.6,6669.9,1747.9,316.5,7034.4
1791.1,231.4,6877.6,1815.5,218.8,6803.2,1757.7,225.4,6951.0,1791.4,-35.7,6869.4,1866.2,672.6,6841.1,1805.7,663.0,6957.3,1798.9,-303.2,6866.8,1891.2,1006.9,6861.2,1861.0,992.5,6969.9,1712.0,1056.4,6846.3,1700.2,1060.6,6941.1,1728.0,1075.4,6806.6,1711.6,1054.7,6978.1,1922.3,1071.6,6864.2,1895.1,1053.1,6973.5,1690.9,-406.2,6813.7,1738.2,-446.4,6799.7,1704.5,-444.5,6853.5,1818.7,-430.1,6811.9,1783.1,-425.0,6901.0,1864.8,-255.0,6760.3,1800.8,-239.4,6998.0,1903.6,22.6,6712.1,1809.9,34.7,7059.0,1821.1,256.7,6684.3,1780.8,246.7,7076.0,1819.0,329.9,6668.1,1775.6,307.4,7094.1,1792.0,369.3,6694.5,1762.6,337.6,7055.7,1773.6,321.5,6681.1,1754.5,302.3,7074.6,1758.9,335.4,6692.1,1753.8,312.7,7057.9
1795.1,231.6,6892.2,1819.3,218.5,6817.6,1761.4,226.1,6965.8,1795.2,-35.8,6884.5,1870.0,672.4,6855.0,1809.3,664.3,6971.4,1802.4,-303.3,6882.8,1895.1,1008.4,6875.3,1865.1,994.0,6983.2,1713.7,1056.8,6860.5,1703.7,1061.3,6953.2,1729.3,1076.2,6820.7,1715.5,1055.8,6990.8,1926.2,1072.4,6878.0,1898.7,1054.1,6987.0,1694.3,-406.9,6829.6,1741.0,-447.2,6815.5,1708.0,-444.9,6869.6,1820.1,-430.6,6828.0,1786.9,-425.1,6917.1,1867.9,-255.4,6775.4,1804.9,-238.8,7014.4,1906.8,20.4,6726.5,1813.2,34.5,7074.3,1824.7,253.6,6698.1,1783.9,245.2,7090.8,1821.9,326.6,6681.5,1778.7,305.8,7108.8,1794.5,366.3,6708.3,1766.0,335.6,7070.3,1777.1,318.3,6694.6,1757.9,300.4,7089.4,1762.3,332.6,6705.6,1757.3,310.7,7072.4
1797.3,231.7,6900.6,1821.3,218.3,6825.7,1763.6,226.7,6974.4,1797.2,-35.8,6893.3,1872.0,672.3,6862.6,1811.4,665.0,6979.3,1803.8,-303.3,6892.4,1897.2,1009.1,6883.2,1867.7,994.5,6990.4,1714.3,1057.0,6868.8,1705.9,1061.2,6959.7,1729.7,1076.5,6828.8,1718.3,1056.2,6997.8,1928.4,1072.5,6885.7,1900.7,1054.4,6994.3,1695.4,-407.1,6839.3,1741.7,-447.5,6825.0,1709.7,-445.1,6879.3,1819.8,-430.7,6837.6,1788.9,-425.0,6926.8,1868.6,-255.7,6784.2,1807.4,-238.5,7024.2,1908.0,19.8,6734.7,1814.9,34.5,7083.2,1826.3,252.1,6706.0,1785.1,244.3,7099.2,1821.9,325.5,6689.0,1780.1,305.0,7117.1,1794.1,365.1,6716.2,1767.7,334.9,7078.4,1778.2,317.1,6702.3,1759.4,299.5,7097.7,1763.3,331.4,6713.2,1759.0,309.8,7080.5
1798.4,231.8,6904.6,1822.2,217.8,6829.4,1764.8,227.0,6978.6,1797.9,-35.8,6897.6,1872.7,671.7,6865.6,1812.3,665.4,6982.7,1803.9,-303.3,6897.5,1897.9,1009.1,6886.1,1869.4,994.5,6992.9,1713.9,1056.7,6872.2,1706.8,1060.7,6961.7,1728.9,1076.3,6832.1,1719.7,1055.9,7000.3,1929.2,1072.3,6888.3,1901.4,1054.3,6996.7,1695.1,-407.2,6844.7,1741.0,-447.6,6830.1,1710.4,-445.1,6884.6,1818.3,-430.5,6842.7,1789.7,-424.9,6932.0,1867.9,-255.7,6788.5,1808.7,-238.2,7029.5,1907.5,19.5,6738.4,1815.5,34.6,7087.7,1825.8,252.2,6709.3,1785.2,244.2,7103.1,1819.9,326.2,6692.1,1780.3,304.9,7120.6,1791.8,365.7,6719.5,1768.1,335.1,7081.9,1777.0,317.7,6705.4,1759.5,299.5,7101.3,1762.2,332.1,6716.2,1759.5,309.8,7083.9
1798.5,231.9,6905.1,1822.1,217.8,6829.9,1764.9,227.5,6979.2,1797.5,-35.8,6898.4,1872.5,671.8,6865.7,1812.4,665.4,6982.4,1802.8,-303.1,6899.0,1897.7,1009.2,6886.0,1869.9,994.5,6992.2,1713.1,1056.5,6872.7,1706.6,1060.2,6960.5,1727.9,1076.1,6832.4,1720.0,1055.5,6999.5,1929.1,1072.4,6888.0,1901.3,1054.3,6996.0,1692.7,-407.0,6846.5,1738.2,-447.4,6831.7,1709.6,-444.9,6886.3,1815.7,-430.2,6844.1,1789.4,-424.6,6933.4,1866.2,-255.6,6789.5,1809.0,-237.8,7030.9,1905.8,19.6,6739.0,1815.2,34.6,7088.1,1823.7,253.0,6709.7,1784.7,244.1,7103.0,1817.0,327.3,6692.5,1779.9,304.7,7120.3,1789.3,366.7,6720.1,1767.7,335.2,7081.6,1774.5,319.0,6705.6,1759.0,299.4,7101.0,1760.0,333.3,6716.3,1759.0,309.7,7083.5
1799.3,232.0,6908.8,1822.6,217.7,6833.4,1765.8,228.0,6982.9,1797.6,-35.8,6902.4,1872.7,671.8,6868.6,1813.2,665.7,6985.4,1802.0,-303.2,6903.4,1898.4,1009.5,6888.8,1871.2,994.7,6994.9,1713.2,1056.8,6876.0,1707.3,1060.1,6962.7,1727.8,1076.4,6835.5,1721.1,1055.5,7002.1,1929.9,1072.7,6890.7,1902.1,1054.6,6998.6,1691.4,-407.0,6851.2,1736.7,-447.4,6836.1,1709.4,-444.9,6891.0,1814.0,-430.1,6848.5,1789.3,-424.5,6937.9,1865.2,-255.7,6793.4,1809.8,-237.9,7035.4,1904.8,19.6,6742.5,1815.1,34.5,7092.2,1822.0,252.7,6712.7,1784.6,243.6,7106.5,1814.9,327.0,6695.4,1779.9,304.1,7123.6,1787.6,366.1,6723.2,1767.7,334.5,7084.8,1772.7,318.8,6708.5,1758.9,298.7,7104.4,1758.5,333.0,6719.1,1759.1,309.1,7086.7
1792.4,231.1,6882.5,1813.9,217.2,6807.6,1760.2,226.7,6956.4,1790.4,-36.0,6875.8,1863.4,670.2,6843.2,1807.9,663.6,6960.3,1794.2,-302.4,6875.3,1890.2,1005.8,6861.6,1865.2,991.4,6969.6,1707.3,1054.4,6851.4,1701.7,1057.4,6941.1,1721.0,1073.7,6810.7,1715.9,1052.3,6979.4,1922.1,1069.2,6863.0,1895.7,1051.3,6972.4,1684.3,-405.5,6823.9,1729.0,-445.4,6808.8,1702.1,-443.6,6863.3,1805.9,-428.4,6820.4,1780.9,-423.5,6909.8,1855.9,-254.7,6766.5,1802.5,-237.3,7006.7,1894.5,20.2,6716.4,1807.7,33.4,7064.8,1806.4,254.6,6688.1,1778.4,243.7,7079.2,1799.6,328.9,6670.6,1774.0,303.9,7096.9,1773.8,367.2,6698.5,1761.4,335.0,7058.3,1758.7,321.3,6683.9,1752.7,298.4,7077.5,1745.4,335.1,6694.4,1752.7,308.8,7060.3
1799.6,231.9,6910.8,1820.5,217.4,6835.4,1767.2,227.6,6985.0,1796.6,-36.3,6904.2,1870.0,672.2,6870.5,1814.9,666.1,6988.3,1799.8,-303.7,6904.2,1897.6,1009.5,6888.8,1872.9,995.0,6996.9,1713.6,1058.3,6878.9,1708.5,1060.9,6967.8,1727.3,1077.7,6837.8,1723.0,1055.9,7006.6,1929.7,1073.2,6890.0,1903.2,1055.1,6999.6,1688.5,-406.8,6853.4,1732.1,-446.8,6837.9,1707.8,-445.1,6892.8,1810.4,-429.9,6849.0,1787.3,-425.1,6938.9,1861.9,-255.8,6794.4,1809.2,-238.5,7036.3,1900.1,20.3,6743.7,1813.4,33.1,7094.0,1812.6,255.4,6715.1,1784.7,244.4,7108.0,1805.8,330.1,6697.5,1780.4,304.8,7125.5,1780.1,368.6,6725.7,1767.7,336.2,7086.8,1764.5,322.3,6710.8,1758.9,299.3,7106.2,1751.2,336.3,6721.3,1759.0,309.9,7088.7
1799.5,231.9,6911.8,1819.8,217.2,6836.4,1767.1,227.7,6986.1,1795.1,-36.4,6905.4,1869.3,672.2,6871.2,1814.9,666.2,6988.9,1797.5,-303.7,6905.6,1897.9,1009.5,6890.1,1873.0,994.9,6997.3,1713.6,1058.3,6880.1,1708.3,1060.5,6967.2,1727.5,1077.6,6839.1,1722.9,1055.7,7006.4,1930.2,1073.3,6891.4,1903.3,1055.1,7000.5,1685.5,-406.7,6855.4,1728.2,-446.7,6839.7,1706.3,-445.1,6894.8,1807.9,-429.7,6850.3,1786.2,-425.2,6940.3,1860.2,-255.8,6795.3,1807.6,-238.6,7037.9,1898.2,20.3,6744.5,1811.2,33.0,7095.1,1811.0,255.5,6715.8,1783.3,244.2,7108.7,1804.9,330.2,6698.5,1779.4,304.6,7126.1,1779.8,368.7,6726.9,1766.7,336.1,7087.3,1763.4,322.5,6711.6,1757.8,299.2,7106.9,1750.4,336.4,6722.1,1758.0,309.8,7089.2
