pelvis_x,pelvis_y,pelvis_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,torso_x,torso_y,torso_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,neck_x,neck_y,neck_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_big_toe_x,left_big_toe_y,left_big_toe_z,right_big_toe_x,right_big_toe_y,right_big_toe_z,left_small_toe_x,left_small_toe_y,left_small_toe_z,right_small_toe_x,right_small_toe_y,right_small_toe_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_knuckle_x,left_pinky_knuckle_y,left_pinky_knuckle_z,right_pinky_knuckle_x,right_pinky_knuckle_y,right_pinky_knuckle_z,left_middle_tip_x,left_middle_tip_y,left_middle_tip_z,right_middle_tip_x,right_middle_tip_y,right_middle_tip_z,left_index_knuckle_x,left_index_knuckle_y,left_index_knuckle_z,right_index_knuckle_x,right_index_knuckle_y,right_index_knuckle_z,left_thumb_tip_x,left_thumb_tip_y,left_thumb_tip_z, right_thumb_tip_x, right_thumb_tip_y, right_thumb_tip_z
1721.0,-3.2,6244.9,1741.2,-19.5,6171.1,1694.3,-15.2,6320.2,1723.5,-271.8,6238.9,1760.5,426.4,6198.6,1734.4,411.3,6322.3,1733.5,-527.1,6238.8,1831.1,795.6,6202.5,1806.4,775.1,6334.6,1683.7,892.8,6171.2,1645.9,869.3,6301.7,1716.0,899.0,6137.6,1653.6,859.1,6341.5,1865.8,856.6,6212.1,1844.9,839.0,6338.1,1614.5,-623.3,6201.6,1653.0,-663.7,6186.8,1639.0,-658.9,6239.6,1730.2,-655.5,6187.5,1722.4,-643.0,6283.0,1791.1,-480.2,6126.7,1740.7,-456.2,6372.5,1800.1,-183.0,6068.7,1725.3,-186.5,6438.9,1687.7,50.4,6034.8,1686.7,37.6,6453.1,1679.4,137.0,6005.4,1682.9,103.9,6475.0,1648.2,187.6,6035.8,1664.8,146.8,6438.6,1633.8,132.1,6019.7,1654.5,102.2,6459.8,1616.0,150.2,6034.4,1653.6,117.1,6444.0
1720.7,-2.9,6239.8,1739.6,-19.9,6165.6,1694.2,-15.1,6315.4,1722.5,-271.6,6233.8,1758.7,425.9,6192.0,1733.2,411.9,6316.5,1732.0,-526.9,6233.1,1829.5,793.8,6197.1,1804.1,773.6,6326.6,1683.0,888.7,6166.8,1644.8,866.4,6295.7,1714.7,895.7,6132.7,1652.2,856.8,6335.2,1863.9,854.0,6205.7,1841.9,837.1,6330.0,1614.5,-622.7,6196.9,1652.4,-662.9,6181.5,1638.6,-658.4,6234.6,1728.9,-654.6,6181.7,1721.2,-642.5,6277.0,1789.3,-479.7,6121.0,1741.7,-456.1,6366.6,1798.2,-181.6,6064.0,1724.1,-185.9,6433.5,1686.6,50.4,6030.1,1684.3,37.4,6446.6,1678.5,136.3,6001.4,1679.6,103.8,6467.0,1648.2,185.3,6032.8,1662.3,146.5,6430.4,1634.1,130.8,6016.4,1651.9,102.0,6450.7,1617.1,148.4,6031.5,1651.2,116.8,6434.9
1721.6,-2.8,6240.0,1739.4,-20.5,6165.4,1695.3,-15.1,6315.9,1723.1,-271.6,6234.2,1758.4,425.7,6190.9,1733.2,412.6,6316.4,1732.2,-527.2,6233.2,1829.3,792.5,6196.5,1803.4,772.7,6324.1,1683.5,884.1,6167.0,1645.2,863.7,6295.1,1714.5,892.1,6132.3,1652.3,854.9,6334.4,1863.2,852.5,6203.8,1840.2,835.9,6327.2,1616.5,-622.6,6197.6,1653.7,-662.7,6181.8,1639.9,-658.5,6235.3,1729.8,-654.1,6181.5,1721.9,-642.6,6276.7,1789.3,-479.5,6121.1,1744.6,-456.4,6366.5,1797.8,-179.9,6064.7,1724.1,-184.7,6433.4,1687.0,50.4,6030.8,1681.1,37.4,6445.2,1679.3,135.6,6002.8,1675.3,103.9,6464.6,1649.8,183.2,6035.0,1660.1,146.5,6427.7,1635.7,129.4,6018.3,1649.5,101.9,6447.2,1619.3,146.3,6033.7,1649.8,116.8,6431.4
1722.5,-2.8,6240.1,1739.3,-21.0,6165.2,1696.6,-15.1,6316.3,1723.9,-271.6,6234.7,1757.4,425.6,6189.5,1733.2,413.8,6316.6,1732.9,-527.7,6233.6,1828.9,792.1,6195.1,1802.7,772.3,6322.0,1683.8,881.0,6166.9,1645.5,861.0,6294.7,1714.0,889.9,6131.7,1652.5,853.1,6333.9,1862.5,852.0,6201.3,1838.1,835.4,6324.4,1618.7,-622.5,6198.6,1655.4,-662.5,6182.5,1641.6,-658.6,6236.2,1731.3,-653.7,6181.7,1723.2,-642.8,6276.8,1789.4,-479.3,6121.5,1748.4,-457.0,6366.6,1797.4,-178.8,6065.4,1724.4,-183.6,6433.2,1687.4,50.2,6031.1,1677.7,37.4,6444.0,1680.2,134.5,6003.8,1670.4,104.2,6462.5,1651.1,180.6,6036.4,1657.7,146.6,6425.2,1637.3,127.2,6019.4,1646.6,101.9,6443.9,1621.3,143.5,6035.0,1648.3,116.8,6428.1
1722.7,-2.4,6235.0,1737.8,-21.4,6159.8,1697.3,-15.0,6311.3,1723.5,-271.4,6229.7,1755.5,425.1,6183.0,1732.2,414.4,6311.0,1731.9,-527.6,6228.3,1827.1,790.3,6189.3,1800.4,771.0,6314.4,1683.0,877.6,6162.0,1644.6,858.2,6289.0,1712.6,886.8,6126.3,1651.4,850.8,6328.0,1860.4,849.9,6194.6,1834.9,833.8,6316.6,1619.0,-621.8,6193.9,1655.3,-661.7,6177.5,1641.7,-658.1,6231.4,1730.8,-652.6,6176.3,1722.6,-642.4,6271.2,1787.9,-478.6,6116.3,1750.2,-457.0,6361.0,1795.5,-177.1,6060.8,1723.1,-181.8,6427.7,1686.1,50.4,6026.3,1673.6,37.4,6437.5,1679.1,134.4,5999.4,1665.3,104.5,6454.9,1650.5,180.0,6032.8,1653.7,146.8,6417.4,1637.0,126.9,6015.5,1642.7,102.0,6435.4,1621.2,142.9,6031.5,1645.2,116.9,6419.7
1723.1,-2.0,6233.7,1737.3,-21.7,6158.3,1697.8,-14.9,6310.3,1723.7,-271.2,6228.6,1755.0,424.9,6180.8,1731.8,415.6,6309.5,1731.8,-527.8,6226.8,1826.8,789.3,6188.0,1799.5,770.3,6311.2,1683.3,875.2,6161.0,1644.5,856.7,6286.9,1712.2,884.4,6125.0,1651.1,849.6,6325.9,1859.8,848.9,6192.5,1833.5,833.0,6313.3,1619.8,-621.7,6192.8,1656.0,-661.3,6176.1,1642.3,-658.0,6230.3,1731.7,-652.0,6174.5,1723.1,-642.4,6269.4,1787.5,-478.2,6114.8,1752.1,-457.4,6359.3,1794.8,-175.8,6059.8,1723.2,-181.1,6426.1,1686.0,50.4,6025.4,1672.2,37.3,6435.2,1679.3,134.0,5998.9,1663.6,104.5,6452.0,1651.2,178.9,6032.8,1652.0,146.6,6414.3,1637.8,126.0,6015.3,1641.1,101.9,6431.8,1622.2,141.8,6031.5,1644.0,116.8,6416.1
1723.0,-1.2,6230.2,1736.2,-21.6,6154.5,1697.8,-14.4,6306.9,1723.4,-270.8,6225.0,1753.7,425.3,6176.4,1730.9,418.3,6305.9,1731.3,-527.6,6223.1,1825.7,789.0,6184.6,1798.1,769.7,6306.5,1682.8,873.9,6158.0,1644.0,854.8,6283.1,1711.1,883.4,6122.0,1650.5,848.0,6321.9,1858.6,848.2,6188.8,1830.9,832.1,6308.6,1619.9,-621.0,6189.6,1655.9,-660.6,6172.5,1642.4,-657.6,6226.9,1731.6,-651.0,6170.6,1723.0,-642.1,6265.3,1786.4,-477.5,6111.1,1752.8,-457.5,6355.3,1793.4,-174.0,6056.5,1722.2,-179.4,6422.2,1685.2,50.5,6022.1,1668.9,37.4,6430.2,1679.0,134.0,5996.2,1659.8,105.1,6446.2,1651.8,178.5,6030.6,1649.5,146.9,6408.3,1638.3,125.7,6012.9,1638.1,102.1,6425.0,1623.3,141.3,6029.3,1641.8,117.0,6409.3
1722.8,-1.0,6228.9,1735.9,-21.5,6153.1,1697.8,-14.2,6305.6,1723.5,-270.7,6224.0,1753.3,425.1,6174.8,1730.7,418.9,6304.7,1731.5,-527.6,6222.0,1825.5,788.1,6184.0,1797.4,769.2,6304.3,1683.4,872.5,6157.5,1644.1,853.8,6281.7,1711.1,882.0,6121.6,1650.4,847.1,6320.5,1858.4,847.3,6188.0,1829.9,831.5,6306.5,1620.5,-620.5,6188.9,1656.3,-660.2,6171.6,1643.0,-657.5,6226.1,1732.0,-650.5,6169.4,1723.5,-642.0,6264.0,1786.2,-477.0,6110.0,1753.3,-457.6,6353.9,1792.6,-172.7,6055.7,1721.8,-177.8,6420.1,1685.0,54.4,6020.9,1666.8,38.4,6427.4,1679.4,135.4,5995.7,1657.4,107.1,6443.7,1653.0,179.4,6030.2,1647.3,149.0,6405.7,1638.8,126.2,6012.1,1635.7,103.6,6421.8,1624.2,142.2,6028.5,1640.1,119.3,6406.4
1722.0,-0.8,6225.2,1734.8,-21.4,6149.2,1697.1,-13.9,6301.8,1722.8,-270.4,6220.4,1752.3,424.8,6170.9,1729.8,419.0,6300.9,1731.1,-527.3,6218.3,1824.7,786.8,6181.2,1796.1,768.3,6299.8,1683.4,871.0,6154.7,1643.7,852.8,6278.1,1710.4,880.4,6119.0,1649.7,846.1,6316.7,1857.6,846.0,6185.1,1828.4,830.8,6302.4,1620.3,-619.8,6185.6,1655.9,-659.4,6168.1,1642.8,-657.1,6222.6,1731.6,-649.7,6165.6,1723.3,-641.6,6260.0,1785.3,-476.3,6106.4,1752.9,-457.4,6349.9,1791.3,-171.7,6052.5,1720.7,-176.4,6415.5,1684.0,58.5,6017.4,1664.0,39.6,6422.1,1679.1,138.2,5992.7,1654.3,109.2,6438.6,1653.3,181.3,6027.3,1644.5,151.3,6400.6,1638.5,128.8,6008.9,1632.7,105.4,6416.1,1624.1,144.1,6025.2,1637.7,121.8,6400.9
1721.8,-0.3,6222.7,1734.1,-21.4,6146.6,1696.8,-13.7,6299.4,1722.6,-270.3,6217.9,1751.4,424.6,6167.9,1729.0,418.9,6298.2,1730.8,-527.3,6215.6,1824.1,785.8,6178.9,1794.9,767.5,6296.1,1683.2,870.1,6152.4,1643.2,851.9,6275.1,1709.7,879.4,6116.6,1648.9,845.3,6313.6,1856.7,844.7,6182.4,1827.0,829.8,6298.6,1620.1,-619.5,6183.3,1655.6,-659.0,6165.6,1642.8,-656.9,6220.2,1731.2,-649.2,6162.8,1723.0,-641.5,6257.0,1784.6,-475.9,6103.8,1753.3,-457.6,6347.0,1790.6,-170.9,6050.3,1720.2,-176.2,6412.8,1683.5,58.3,6015.1,1663.0,39.5,6418.7,1678.9,138.4,5990.9,1653.2,108.9,6434.7,1653.2,181.5,6025.7,1643.1,151.0,6396.7,1638.5,128.9,6007.1,1631.2,105.2,6411.7,1624.0,144.2,6023.5,1636.2,121.4,6396.5
