pelvis_x,pelvis_y,pelvis_z,left_hip_x,left_hip_y,left_hip_z,right_hip_x,right_hip_y,right_hip_z,torso_x,torso_y,torso_z,left_knee_x,left_knee_y,left_knee_z,right_knee_x,right_knee_y,right_knee_z,neck_x,neck_y,neck_z,left_ankle_x,left_ankle_y,left_ankle_z,right_ankle_x,right_ankle_y,right_ankle_z,left_big_toe_x,left_big_toe_y,left_big_toe_z,right_big_toe_x,right_big_toe_y,right_big_toe_z,left_small_toe_x,left_small_toe_y,left_small_toe_z,right_small_toe_x,right_small_toe_y,right_small_toe_z,left_heel_x,left_heel_y,left_heel_z,right_heel_x,right_heel_y,right_heel_z,nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,left_elbow_x,left_elbow_y,left_elbow_z,right_elbow_x,right_elbow_y,right_elbow_z,left_wrist_x,left_wrist_y,left_wrist_z,right_wrist_x,right_wrist_y,right_wrist_z,left_pinky_knuckle_x,left_pinky_knuckle_y,left_pinky_knuckle_z,right_pinky_knuckle_x,right_pinky_knuckle_y,right_pinky_knuckle_z,left_middle_tip_x,left_middle_tip_y,left_middle_tip_z,right_middle_tip_x,right_middle_tip_y,right_middle_tip_z,left_index_knuckle_x,left_index_knuckle_y,left_index_knuckle_z,right_index_knuckle_x,right_index_knuckle_y,right_index_knuckle_z,left_thumb_tip_x,left_thumb_tip_y,left_thumb_tip_z, right_thumb_tip_x, right_thumb_tip_y, right_thumb_tip_z
1760.2,96.6,6967.8,1767.0,69.3,6888.9,1750.1,77.8,7047.4,1750.6,-177.0,6961.7,1803.0,527.9,6905.6,1784.8,510.7,7061.4,1750.2,-435.7,6956.9,1876.0,879.1,6911.1,1826.1,857.8,7066.4,1717.7,971.3,6910.5,1667.9,950.0,7061.4,1742.8,985.0,6866.6,1678.4,937.8,7095.5,1914.9,942.5,6921.4,1859.0,925.3,7059.8,1646.4,-522.9,6935.1,1677.1,-557.9,6912.6,1666.9,-557.4,6965.7,1746.2,-546.1,6904.6,1739.7,-538.6,7000.0,1786.8,-386.0,6840.6,1767.4,-375.0,7091.0,1801.7,-90.1,6783.6,1735.5,-96.5,7165.0,1705.8,146.6,6748.7,1693.5,121.7,7175.6,1703.7,231.9,6732.7,1687.1,187.6,7196.5,1679.1,277.1,6767.5,1668.0,227.6,7153.1,1660.6,227.6,6747.8,1660.5,187.4,7171.9,1646.2,244.3,6763.1,1660.1,201.9,7156.0
1760.0,96.6,6964.4,1766.9,68.6,6885.7,1749.5,78.1,7044.1,1750.6,-176.8,6959.4,1801.7,526.6,6900.4,1783.2,510.3,7055.1,1750.0,-435.2,6955.6,1874.6,878.4,6906.2,1824.4,856.9,7059.9,1715.8,969.1,6903.3,1666.6,948.1,7050.9,1741.0,982.3,6860.0,1676.3,936.4,7085.7,1913.2,941.7,6915.6,1857.3,923.7,7053.9,1646.4,-522.7,6933.7,1677.1,-557.6,6911.6,1666.9,-556.9,6964.9,1746.1,-545.6,6903.5,1739.6,-537.6,6998.5,1786.5,-385.9,6838.9,1768.8,-373.8,7089.1,1801.0,-91.0,6781.4,1733.8,-94.9,7160.8,1704.4,144.1,6744.6,1685.7,122.8,7169.8,1702.0,227.1,6728.7,1678.0,189.8,7189.4,1677.1,272.8,6764.1,1662.3,230.6,7146.0,1659.6,222.3,6744.2,1653.5,189.3,7164.3,1645.0,239.2,6759.8,1655.2,204.1,7148.4
1762.1,96.7,6969.7,1768.8,67.8,6891.2,1751.1,78.6,7049.5,1752.7,-176.8,6965.6,1802.8,525.6,6904.6,1784.0,510.6,7057.9,1751.7,-435.2,6962.3,1875.7,878.9,6910.7,1825.2,857.1,7062.8,1716.3,968.0,6905.9,1667.8,947.3,7050.8,1741.4,980.7,6863.1,1676.7,936.2,7086.1,1914.1,942.0,6919.4,1858.0,922.6,7057.5,1648.4,-523.2,6940.5,1679.0,-558.1,6918.6,1669.0,-557.2,6972.0,1747.8,-545.8,6910.4,1741.7,-537.2,7004.9,1788.4,-386.2,6845.3,1772.8,-372.8,7095.4,1802.5,-92.1,6787.9,1734.0,-93.0,7165.2,1705.2,141.8,6750.2,1680.2,124.1,7172.9,1702.3,222.1,6734.0,1671.4,192.5,7191.1,1677.3,267.4,6769.8,1658.9,234.2,7147.5,1660.8,216.9,6749.8,1648.8,191.7,7165.6,1646.2,233.5,6765.5,1652.4,206.8,7149.8
1766.1,96.9,6982.8,1772.7,66.8,6904.2,1754.9,79.2,7062.8,1756.7,-177.0,6979.5,1805.5,524.4,6915.9,1786.8,511.4,7068.9,1755.4,-435.6,6976.8,1878.5,880.1,6922.1,1827.9,858.2,7073.4,1718.1,967.7,6915.3,1670.8,947.5,7058.4,1743.0,980.0,6872.9,1678.9,936.9,7094.4,1916.6,943.3,6929.9,1860.7,922.4,7068.5,1652.0,-524.1,6955.0,1682.6,-558.9,6933.4,1672.7,-557.6,6987.0,1751.5,-546.3,6925.0,1745.5,-537.0,7019.4,1792.0,-386.9,6859.3,1778.4,-371.9,7109.8,1805.6,-93.8,6801.3,1736.7,-92.2,7178.1,1707.1,138.7,6762.5,1680.7,124.7,7184.9,1703.8,217.2,6746.3,1671.4,193.6,7202.5,1678.5,262.9,6782.6,1659.5,235.7,7158.8,1663.3,211.9,6762.5,1649.3,192.7,7176.8,1648.5,228.7,6778.5,1653.5,207.9,7160.9
1768.4,97.0,6990.9,1774.9,66.1,6912.3,1757.1,79.7,7071.0,1759.0,-176.9,6988.2,1807.2,523.9,6923.2,1788.3,511.9,7075.1,1757.7,-435.5,6986.2,1880.2,881.0,6929.3,1829.4,858.9,7079.5,1718.9,967.4,6920.7,1672.2,947.3,7061.2,1743.7,979.4,6878.8,1679.7,937.2,7097.7,1918.2,944.3,6936.7,1861.7,922.4,7075.2,1654.2,-524.7,6964.2,1684.9,-559.3,6942.8,1675.0,-557.9,6996.5,1753.7,-546.2,6934.4,1747.8,-536.6,7028.7,1794.3,-387.2,6868.3,1781.9,-370.7,7118.9,1807.0,-95.1,6809.7,1737.6,-91.4,7185.7,1707.2,136.1,6770.7,1680.6,125.0,7191.8,1703.1,213.1,6754.3,1671.9,194.0,7208.3,1677.7,258.3,6791.1,1660.3,235.9,7164.4,1664.0,207.6,6770.8,1649.8,193.0,7182.5,1648.8,224.2,6787.0,1654.2,208.0,7166.5
1770.5,97.1,6998.7,1776.7,65.3,6920.1,1759.1,80.1,7079.1,1761.1,-176.8,6996.6,1809.0,523.7,6930.2,1789.7,512.5,7081.5,1759.6,-435.3,6995.0,1882.0,881.9,6936.4,1831.0,859.6,7085.7,1720.5,967.1,6926.9,1674.0,947.3,7065.4,1745.1,978.7,6885.2,1680.9,937.6,7102.3,1919.9,945.2,6943.1,1863.4,922.3,7082.0,1656.2,-525.3,6972.8,1687.0,-559.7,6951.7,1677.0,-558.1,7005.5,1755.6,-546.1,6943.3,1749.8,-536.2,7037.4,1796.5,-387.4,6876.6,1784.4,-369.6,7127.6,1808.2,-96.1,6817.7,1738.9,-90.6,7193.3,1706.4,134.1,6778.6,1681.4,125.4,7198.9,1700.5,211.1,6762.1,1672.8,194.5,7214.9,1673.5,256.4,6799.6,1661.1,236.4,7170.8,1662.6,205.2,6778.9,1650.6,193.4,7189.0,1646.7,221.9,6795.2,1655.0,208.3,7173.0
1773.1,97.3,7009.3,1779.3,65.1,6930.6,1761.6,80.9,7089.8,1763.7,-176.5,7007.4,1811.4,523.8,6940.5,1791.5,513.5,7090.7,1761.8,-435.0,7006.2,1884.7,883.2,6947.3,1833.3,860.7,7095.0,1722.8,967.2,6936.2,1676.3,947.7,7072.3,1747.5,978.6,6895.0,1682.6,938.4,7109.4,1922.4,946.5,6953.7,1865.3,922.7,7091.9,1658.7,-525.8,6983.6,1689.4,-560.0,6962.8,1679.6,-558.2,7016.7,1757.6,-546.0,6954.5,1752.2,-535.8,7048.6,1799.1,-387.7,6887.4,1786.9,-368.8,7138.8,1809.8,-97.1,6828.3,1740.4,-90.2,7203.7,1705.9,131.8,6789.2,1681.6,125.7,7208.4,1698.5,208.0,6772.8,1672.9,195.1,7223.9,1670.3,253.1,6810.7,1661.4,236.9,7179.6,1661.3,201.6,6789.8,1650.8,193.9,7197.9,1645.0,218.4,6806.2,1655.5,208.8,7181.7
1773.8,97.4,7012.6,1780.1,64.7,6933.9,1762.3,81.3,7093.2,1764.5,-176.2,7011.3,1811.7,523.4,6943.0,1791.5,513.9,7092.4,1761.8,-434.6,7010.4,1885.2,883.5,6949.9,1833.6,860.8,7096.8,1723.0,967.0,6937.8,1676.8,947.2,7072.3,1747.7,978.2,6896.8,1682.8,938.3,7109.7,1923.0,946.7,6955.8,1865.4,922.2,7094.3,1659.2,-526.1,6987.5,1690.0,-560.2,6967.0,1680.2,-558.3,7020.9,1757.7,-545.8,6958.9,1752.5,-535.5,7052.7,1799.5,-387.7,6891.5,1787.5,-368.2,7142.7,1809.6,-97.5,6831.9,1739.9,-89.6,7206.5,1703.7,130.9,6793.0,1680.5,126.1,7210.9,1694.9,206.7,6776.8,1671.9,195.6,7225.8,1665.6,250.9,6815.1,1660.6,237.4,7181.3,1658.1,199.6,6793.9,1649.9,194.3,7199.9,1641.8,216.1,6810.4,1654.8,209.1,7183.6
1775.2,97.4,7018.6,1781.4,64.2,6939.9,1763.6,81.4,7099.2,1765.8,-176.3,7017.6,1812.8,523.3,6948.6,1792.3,514.5,7097.5,1762.3,-434.5,7017.1,1886.5,884.2,6955.2,1834.8,861.3,7101.9,1723.9,967.7,6942.5,1678.0,947.5,7076.5,1748.5,978.8,6901.6,1683.9,938.8,7114.2,1924.3,947.4,6960.8,1866.5,922.5,7099.8,1660.1,-526.5,6993.8,1690.9,-560.6,6973.6,1681.0,-558.5,7027.5,1758.5,-546.0,6965.6,1753.0,-535.5,7059.4,1800.1,-387.9,6897.9,1788.8,-368.1,7149.4,1810.0,-98.1,6838.0,1740.3,-89.4,7212.1,1702.3,130.1,6799.1,1680.1,126.3,7216.2,1692.9,205.8,6782.8,1671.6,196.1,7230.9,1662.7,250.2,6821.6,1660.3,237.8,7186.3,1655.4,198.3,6800.2,1649.4,194.7,7205.1,1638.9,215.0,6816.6,1654.4,209.5,7188.7
1775.9,97.4,7022.0,1782.0,63.6,6943.4,1763.7,81.4,7102.7,1766.1,-176.3,7021.5,1813.3,522.9,6951.6,1791.9,514.9,7099.6,1761.9,-434.6,7021.7,1887.1,884.6,6957.8,1835.0,861.6,7103.8,1724.3,967.0,6943.7,1678.3,947.1,7076.4,1748.8,978.2,6903.2,1683.9,938.7,7114.3,1924.8,947.8,6963.0,1866.5,922.6,7102.2,1659.8,-526.9,6998.2,1691.0,-561.1,6978.3,1681.3,-559.0,7032.2,1758.6,-546.2,6970.2,1753.1,-535.8,7063.9,1799.7,-388.1,6902.1,1789.7,-368.0,7153.7,1809.8,-99.0,6841.8,1740.1,-89.4,7215.1,1701.0,129.0,6802.8,1680.1,126.4,7219.1,1691.2,204.5,6786.4,1671.4,196.2,7233.5,1660.6,249.2,6825.4,1660.2,237.8,7188.8,1653.0,196.9,6803.7,1649.0,194.8,7207.8,1636.5,213.8,6820.2,1654.1,209.5,7191.4
