0.2049,0.7598,0.1434,0.6002,0.0539,0.7642,0.1416,0.627,0.533,-0.4366,-0.4293,-0.584,0.6615,0.0974,-0.7301,-0.1411,0.6204,0.2374,-0.7302,-0.1597
0.2049,0.7598,0.1434,0.6002,0.0433,0.759,0.1255,0.6373,0.533,-0.4366,-0.4293,-0.584,0.6615,0.0974,-0.7301,-0.1411,0.6204,0.2374,-0.7302,-0.1597
0.2049,0.7598,0.1434,0.6002,0.0433,0.759,0.1255,0.6373,0.533,-0.4366,-0.4293,-0.584,0.6615,0.0974,-0.7301,-0.1411,0.6204,0.2374,-0.7302,-0.1597
0.2049,0.7598,0.1434,0.6002,0.0433,0.759,0.1255,0.6373,0.5258,-0.4356,-0.4385,-0.5844,0.6615,0.0974,-0.7301,-0.1411,0.6204,0.2374,-0.7302,-0.1597
0.2049,0.7598,0.1434,0.6002,0.0433,0.759,0.1255,0.6373,0.5258,-0.4356,-0.4385,-0.5844,0.6647,0.0798,-0.728,-0.1472,0.6204,0.2374,-0.7302,-0.1597
0.2049,0.7598,0.1434,0.6002,0.0433,0.759,0.1255,0.6373,0.5258,-0.4356,-0.4385,-0.5844,0.6647,0.0798,-0.728,-0.1472,0.6204,0.2374,-0.7302,-0.1597
0.2049,0.7598,0.1434,0.6002,0.0433,0.759,0.1255,0.6373,0.5258,-0.4356,-0.4385,-0.5844,0.6647,0.0798,-0.728,-0.1472,0.6177,0.2451,-0.7269,-0.1732
0.2179,0.7546,0.1299,0.6052,0.0433,0.759,0.1255,0.6373,0.5258,-0.4356,-0.4385,-0.5844,0.6647,0.0798,-0.728,-0.1472,0.6177,0.2451,-0.7269,-0.1732
0.2179,0.7546,0.1299,0.6052,0.0456,0.7634,0.0965,0.637,0.5258,-0.4356,-0.4385,-0.5844,0.6647,0.0798,-0.728,-0.1472,0.6177,0.2451,-0.7269,-0.1732
0.2179,0.7546,0.1299,0.6052,0.0456,0.7634,0.0965,0.637,0.5258,-0.4356,-0.4385,-0.5844,0.6647,0.0798,-0.728,-0.1472,0.6177,0.2451,-0.7269,-0.1732
0.2179,0.7546,0.1299,0.6052,0.0456,0.7634,0.0965,0.637,0.5258,-0.4356,-0.4385,-0.5844,0.6647,0.0798,-0.728,-0.1472,0.6177,0.2451,-0.7269,-0.1732
0.2179,0.7546,0.1299,0.6052,0.0456,0.7634,0.0965,0.637,0.5251,-0.4334,-0.4412,-0.5846,0.6647,0.0798,-0.728,-0.1472,0.6177,0.2451,-0.7269,-0.1732
0.2179,0.7546,0.1299,0.6052,0.0456,0.7634,0.0965,0.637,0.5251,-0.4334,-0.4412,-0.5846,0.6696,0.0616,-0.7251,-0.1488,0.6177,0.2451,-0.7269,-0.1732
0.2179,0.7546,0.1299,0.6052,0.0456,0.7634,0.0965,0.637,0.5251,-0.4334,-0.4412,-0.5846,0.6696,0.0616,-0.7251,-0.1488,0.6105,0.2612,-0.7209,-0.1985
0.2218,0.7511,0.1224,0.6097,0.0456,0.7634,0.0965,0.637,0.5251,-0.4334,-0.4412,-0.5846,0.6696,0.0616,-0.7251,-0.1488,0.6105,0.2612,-0.7209,-0.1985
0.2218,0.7511,0.1224,0.6097,0.0455,0.768,0.073,0.6346,0.5251,-0.4334,-0.4412,-0.5846,0.6696,0.0616,-0.7251,-0.1488,0.6105,0.2612,-0.7209,-0.1985
0.2218,0.7511,0.1224,0.6097,0.0455,0.768,0.073,0.6346,0.5251,-0.4334,-0.4412,-0.5846,0.6696,0.0616,-0.7251,-0.1488,0.6105,0.2612,-0.7209,-0.1985
0.2218,0.7511,0.1224,0.6097,0.0455,0.768,0.073,0.6346,0.5251,-0.4334,-0.4412,-0.5846,0.6696,0.0616,-0.7251,-0.1488,0.6105,0.2612,-0.7209,-0.1985
0.2218,0.7511,0.1224,0.6097,0.0455,0.768,0.073,0.6346,0.5238,-0.4303,-0.445,-0.5851,0.6757,0.0373,-0.7205,-0.1514,0.6105,0.2612,-0.7209,-0.1985
0.2218,0.7511,0.1224,0.6097,0.0455,0.768,0.073,0.6346,0.5238,-0.4303,-0.445,-0.5851,0.6757,0.0373,-0.7205,-0.1514,0.6105,0.2612,-0.7209,-0.1985
0.2218,0.7511,0.1224,0.6097,0.0455,0.768,0.073,0.6346,0.5238,-0.4303,-0.445,-0.5851,0.6757,0.0373,-0.7205,-0.1514,0.6052,0.267,-0.7134,-0.2312
0.2094,0.7556,0.121,0.6088,0.0455,0.768,0.073,0.6346,0.5238,-0.4303,-0.445,-0.5851,0.6757,0.0373,-0.7205,-0.1514,0.6052,0.267,-0.7134,-0.2312
0.2094,0.7556,0.121,0.6088,0.0461,0.7692,0.0627,0.6343,0.5238,-0.4303,-0.445,-0.5851,0.6757,0.0373,-0.7205,-0.1514,0.6052,0.267,-0.7134,-0.2312
0.2094,0.7556,0.121,0.6088,0.0461,0.7692,0.0627,0.6343,0.5238,-0.4303,-0.445,-0.5851,0.6757,0.0373,-0.7205,-0.1514,0.6052,0.267,-0.7134,-0.2312
0.2094,0.7556,0.121,0.6088,0.0461,0.7692,0.0627,0.6343,0.5238,-0.4303,-0.445,-0.5851,0.6757,0.0373,-0.7205,-0.1514,0.6052,0.267,-0.7134,-0.2312
0.2094,0.7556,0.121,0.6088,0.0461,0.7692,0.0627,0.6343,0.5204,-0.4299,-0.4443,-0.5889,0.6757,0.0373,-0.7205,-0.1514,0.6052,0.267,-0.7134,-0.2312
0.2094,0.7556,0.121,0.6088,0.0461,0.7692,0.0627,0.6343,0.5204,-0.4299,-0.4443,-0.5889,0.6827,0.0089,-0.715,-0.1509,0.6052,0.267,-0.7134,-0.2312
0.2094,0.7556,0.121,0.6088,0.0461,0.7692,0.0627,0.6343,0.5204,-0.4299,-0.4443,-0.5889,0.6827,0.0089,-0.715,-0.1509,0.6025,0.266,-0.7017,-0.272
0.2094,0.7556,0.121,0.6088,0.0461,0.7692,0.0627,0.6343,0.5204,-0.4299,-0.4443,-0.5889,0.6827,0.0089,-0.715,-0.1509,0.6025,0.266,-0.7017,-0.272
0.191,0.7597,0.1192,0.61,0.0461,0.7692,0.0627,0.6343,0.5204,-0.4299,-0.4443,-0.5889,0.6827,0.0089,-0.715,-0.1509,0.6025,0.266,-0.7017,-0.272
0.191,0.7597,0.1192,0.61,0.0487,0.7722,0.0425,0.6321,0.5204,-0.4299,-0.4443,-0.5889,0.6827,0.0089,-0.715,-0.1509,0.6025,0.266,-0.7017,-0.272
0.191,0.7597,0.1192,0.61,0.0487,0.7722,0.0425,0.6321,0.5204,-0.4299,-0.4443,-0.5889,0.6827,0.0089,-0.715,-0.1509,0.6025,0.266,-0.7017,-0.272
0.191,0.7597,0.1192,0.61,0.0487,0.7722,0.0425,0.6321,0.5177,-0.4279,-0.4392,-0.5966,0.6827,0.0089,-0.715,-0.1509,0.6025,0.266,-0.7017,-0.272
0.191,0.7597,0.1192,0.61,0.0487,0.7722,0.0425,0.6321,0.5177,-0.4279,-0.4392,-0.5966,0.6887,-0.015,-0.7107,-0.1431,0.6025,0.266,-0.7017,-0.272
